3					1	2	3	END						Program Outputs													Program Inputs									Inputs								Outputs						
dimension	component	subcomponent	subsub	Variable Name	English Description	Spanish Description	French Description	variable type	Returned to LabVIEW	Basic Client Inputs	Expert Client Inputs	Design Assumptions	Minor Loss Coefficients	FCM	Flocculation	Sedimentation	Entrance Tank	Plant Level Tank	Materials List	Floc Hopper	Rapid Mixer	Elevations	User+BOD+LabVIEW+MLC	has source	comments		FCM	Flocculation	Sedimentation	Entrance Tank	Plant Level Tank	Floc Hopper	Rapid Mix	Materials List		Entrance Tank	Floc Tank	Sed Tank	Plt	Platform	AutoCAD Inputs	is input		Entrance Tank	Floc Tank	Sed Tank	Plt	Platform	AutoCAD Outputs	
EN	Floc	Horiz		EN.FlocHoriz	"Set to 1 if a horizontal flocculator is used, set to 0 for vertical flocculator so that correct values for the type chosen are calculated."	"Configurar a 1 si un floculador horizontal es usado, configurar a 0 si un floculador vertical es usado, para que los valores correctos para el tipo escogido sean calculados "		0	1						1														1																					
H	Slope	Rectangle		H.SlopeRectangle	Should be deleted related to trapezoidal slope height	Debe ser borrado relacionado a la altura del pendiente trapezoidal 		0								1																																		
S	Floc	Baffle		S.FlocBaffle	Space between baffles	Espacio entre pantallas		1	1						1																																			
S	Floc	Baffle	H	S.FlocBaffleH	Space between baffles in a horizontal flocculator	Espacio entre pantallas		0							1																																			
S	Floc	Baffle	First	S.FlocBaffleFirst	Space between baffles in all channels except the last	Espacio entre pantallas		0	1						1																																			
S	Floc	Baffle	Last	S.FlocBaffleLast	Space between baffles in last channel (except first and last space)	Espacio entre pantallas		0	1						1																																			
S	Drum			S.Drum	Space between chemical drums	El espacio entre barriles qu¡micos		0				1																																						
S	Sed	Plate		S.SedPlate	Space between plate settlers	Espacio entre placas de sedimentaci¢n		0	1							1													1																					
S	Plt			S.Plt	Space for concrete between inlet pipes	Espacio para el hormig¢n entre las tuber¡as de admisi¢n		0				1																	1																					
S	Sed	Inlet	ChannelMin	S.SedInletChannelMin	Space needed around pipe in inlet channel	Espacio necesario alrededor de tuber¡a en la entrada del canal		0				1																																						
S	Floc	Baffle	PerChannelV	S.FlocBafflePerChannelV	Spacing between baffles per channel in a vertical flocculator	Espacio entre pantallas		0							1														1																					
S	Floc	Baffle	PerChannelVPlastic	S.FlocBafflePerChannelVPlastic	Spacing between baffles per channel in a vertical flocculator with plastic baffles	Espacio entre pantallas		0							1														1																					
S	Floc	Baffle	PerChannelVHumanMin	S.FlocBafflePerChannelVHumanMin	Spacing between baffles per channel in a vertical flocculator with rigid baffles	Espacio entre pantallas		0							1																																			
A	Pipe			A.Pipe	Table containing the different aeras of pipes given a pipe specification	Tabla que contiene las diferentes  reas de tubos dada una especificaci¢n de tuber¡a		0								1																																		
Q	Pipe			Q.Pipe	Table giving the the flow through pipes with various areas given the enrgy dissipation rate at the inlet.	Tabla que da el flujo en la tuber¡a con varias  reas dada la taze de disipaci¢n de energ¡a en la entrada  		0																					1				1																	
S	LamellaLaunder			S.LamellaLaunder	The extra space between the top of the lamella and the launder	El espacio extra entre la parte superior de la l mina y el lavador		0																																										
HL	Sed	Launder	Bod	HL.SedLaunderBod	The headloss for which the launders were designed to ensure uniform flow between sed tanks	Perdida de carga para la cual los tubos perforados de salida fueron dise¤ados para asegurar igual caudal entre tanques de sedimentaci¢n		0								1																																		
H	Sed	Bottom	Slope	H.SedBottomSlope	The height taken up by sloped bottom fill in the sed tank	Altura tomada por ???? En el tanque de sedimentaci¢n		0																			1		1				1																	
D	RM	Micro	OrificeMax	D.RMMicroOrificeMax	The maximum diameter of the micro mix orifice	Di metro m ximo del orificio de mezcla micro 			1												1																													
Q	Sed	Manifold	Capacity	Q.SedManifoldCapacity	"The maximum flow rate through the manifold given its diameter, based on Q.Pipe."	"Taza m xima de flujo a trav‚s del colector dado su di metro, sobre la basado en Q. Pipe."		0								1																		1																
K	Chk	Valve	Ball	K.ChkValveBall	the minor loss coefficient for ball check valve	El coeficiente de p‚rdida menor para v lvulas de bola 		0					1																																					
acad	version			acad.version	the version of autocad that the drawing code is written for	Versi¢n de autocad para cual el c¢digo de dibujar ha sido escrito 		0																									1																	
W	Sed	Bay		W.SedBay	The width of a singlewidth sed tank-- also the width of the lamella material	El ancho de una camera de sedimentaci¢n		0	1	1																																								
T	Plt	Wall		T.PltWall	Thickness of  leveling tank walls	Grosor de las paredes del tanque de nivelaci¢n		0				1																																						
T	Channel	Wall		T.ChannelWall	Thickness of a channel wall	Grosor de la pared del canal		0				1																																						
T	Ap			T.Ap	Thickness of Alum Platform	Grosor de la Plataforma de alumbre		0				1																																						
T	f			T.f	Thickness of Chlorine Platform	Grosor de la Plataforma de cloro		0				1															1	1	1	1			1																	
T	Et			T.Et	Thickness of Entrance Tank Walls	Grosor de las paredes del tanque de entrada		0																			0	0	0	0			0																	
T	Mp			T.Mp	Thickness of Main Platform; Same as thickness of plant wall	Grosor de la principal plataforma; Igual que el Grosor de pared de la planta		0																																										
T	Plant	Wall		T.PlantWall	Thickness of sed and floc tank walls 	Grosor de las paredes de los tanques de sedimentaci¢n y floculaci¢n		0		1																						1																		
T	Et	Wall		T.EtWall	Thickness of the entrance tank wall	Grosor de la pared del tanque de entrada		0				1																																						
T	Floc	Baffle		T.FlocBaffle	Thickness of the flocculator baffle material	Grosor del material para las pantallas del floculador		0	1						1														1																					
T	Floc	Baffle	RigidH	T.FlocBaffleRigidH	Thickness of the flocculator rigid horizontal baffles	Grosor del material para las pantallas del floculador		0	1	1																			1																					
T	Floc	Baffle	RigidV	T.FlocBaffleRigidV	Thickness of the flocculator rigid vertical baffles	Grosor del material para las pantallas del floculador		0	1	1																			1																					
T	Floc	Baffle	V	T.FlocBaffleV	Thickness of the flocculator vertical baffles	Grosor del material para las pantallas del floculador		0																																										
T	Sed	Weir		T.SedWeir	Thickness of the inlet and exit weirs	Grosor de la entrada y salida de vertederos		0	1	1																																								
T	Floc	Baffle	Plastic	T.FlocBafflePlastic	Thickness of the plastic baffle material	Grosor del material para las pantallas del floculador		0	1						1																																			
T	Sed	Plate		T.SedPlate	Thickness of the plate settlers	Grosor de las placas de sedimentaci¢n 		0	1	1																	1																							
T	Sed	Sludge		T.SedSludge	Thickness of the sedimentation tank sludge drain	Grosor del drenaje de lodos del tanque de sed 		0	1							1																1																		
T	Sed	Tank			Thickness of the sedimentation tank walls	Grosor de las paredes del tanque de sedimentaci¢n		0																								1																		
W	Mp	Walkway		W.MpWalkway	Thickness of Walkway on Main Platform	Grosor del pasillo en la plataforma principal		0		1																																								
HL	Sed	Drain	Valve	HL.SedDrainValve	This is the actual head loss through the valve given its diameter	Esta es la p‚rdida de carga real a trav‚s de la v lvula dado su di metro 		0	1							1																																		
HL	Float	Valve	Orifice	HL.FloatValveOrifice	This is the recommended elevation between the float in the CHT and the stock tank outlet	Esta es la altura recomendada entre el flotador en el CHT y la salida del tanque de reserva 		0	1																									1																
Tau	Diffusion			Tau.Diffusion	Time scale of diffusion	Escala de tiempo de difusi¢n		0				1																					1																	
A	Sludge	Orifices		A.SludgeOrifices	Total area of sludge drain orifices	 rea total de los orificios de drenaje de lodo 		0								1																																		
A	RM	Micro	Orifices	A.RMMicroOrifices	Total area of the micro mix orifices in the rapid mix design	 rea total de los orificios de mezcla micro en el dise¤o de mezcla r pida			1												1																													
CP	Floc	Total		CP.FlocTotal	Total collision potential in the flocculator	Potencial de colisi¢n total en el floculador 		0	1						1																																			
HL	Plant	Total		HL.PlantTotal	total head loss	P‚rdida de carga total 		0	1												1																													
L	Sed	Total		L.SedTotal	Total length of a single valley sed tank (placed end to end)	Longitud total de un solo valle del tanque de sed (puestos de extremo a extremo) 		0								1																																		
L	Floc	Tank		L.FlocTank	Total length of floc tanks	Longitud total de los tanque de floc 		0							1																																			
L	Sed	Pipes	Total	L.SedPipesTotal	Total length of pipes in the sed tanks	Longitud total de las tuber¡as en los tanques de sed 		0																																										
L	Launder	Pipe	Total	L.LaunderPipeTotal	Total length of the pipes in the launders	Longitud total de las tuber¡as en los lavadores 		0	1										1																															
L	Weir			L.Weir	Total length of weir pipe	Longitud total del vertedero de tuber¡a		0	1										1																															
N	Sed	Bays	Total	N.SedBaysTotal	Total number of bays per plant	N£mero total de bah¡as por planta		0								1																																		
N	Floc	Baffles		N.FlocBaffles	Total number of floc baffles	Cantidad total de pantallas de floculaci¢n		0	1						1													1																						
N	Floc	Baffles	H	N.FlocBafflesH	Total number of floc baffles in a horizontal flocculator	Cantidad total de pantallas de floculaci¢n		0							1																																			
N	Floc	Baffles	V	N.FlocBafflesV	Total number of floc baffles in a vertical flocculator	Cantidad total de pantallas de floculaci¢n		0							1																																			
N	Launder	Couplings		N.LaunderCouplings	Total number of launder couplings	N£mero total de enganches de lavadores 		0	1										1																															
N	Launders			N.Launders	Total number of launders	N£mero total de lavadores		0																																										
N	Floc	Baffle	LowerTotalV	N.FlocBaffleLowerTotalV	Total number of lower floc baffles for a vertical flocculator	Cantidad total de pantallas de floculaci¢n		0	1						1																																			
N	Sed	Valves		N.SedValves	Total number of sed drain valves	N£mero total de v lvulas de drenaje de sedimentaci¢n 		0	1																				1																					
N	Sed	Plates	Total	N.SedPlatesTotal	Total number of sed plates	N£mero total de placas de sedimentaci¢n 		0																																										
N	Sed	Plates	Total	N.SedPlatesTotal	Total number of sed plates	El n£mero total de placas de sed		0	1										1																															
N	Sed	Plates	PerSheet	N.SedPlatesPerSheet	Total number of sed plates that can be constructed from one sheet of plastic	N£mero total de las placas de sed que se puede construirse de una l mina de pl stico		0	1										1																															
N	Sed	Plate	Sheets	N.SedPlateSheets	Total number of sheets to construct plate settlers	Cantidad total de pliegos usados para hacer las placas de sedimentaci¢n		0	1										1																															
N	Sed	Plate	Sheets	N.SedPlateSheets	Total number of sheets to construct plate settlers	Cantidad total de pliegos usados para hacer las placas de sedimentaci¢n		0	1										1																															
N	Floc	Channel	SpacesTotalH	N.FlocChannelSpacesTotalH	Total number of spaces between baffles in a horizontal flocculator	N£mero total de espacios entre deflectores in cada canal para un floculador horizontal 		0							1																																			
N	Floc	Channel	SpacesTotalV	N.FlocChannelSpacesTotalV	Total number of spaces between baffles in a vertical flocculator	N£mero total de espacios entre los deflectores en un floculador vertical		0							1																																			
N	Floc	Baffle	UpperTotalV	N.FlocBaffleUpperTotalV	Total number of upper floc baffles for a vertical flocculator	Cantidad total de pantallas de floculaci¢n		1	1						1																																			
L	Rm	Pipe		L.RmPipe	Total pipe length between the orifices and the flocculator (rapid mix pipe)	Longitud total de la turber¡a entre los orificios y el floculador (tuber¡a de mezcla r pida)		0	1			1																																						
Vol	Floc	Baffles	Total	Vol.FlocBafflesTotal	Total volume of the floc baffles	El volumen total de los deflectores de floc 		0	1										1										1			1		1																
HW	Et	Total		HW.EtTotal	Total water depth in the entrance tank	Profundidad del agual total en el tanque de entrada 		0													1																													
EN	Inlet	Channel	Geom	EN.InletChannelGeom	Type of weir in the inlet channel	Tipo de vertedero en el canal de entrado 		0	1																																									
V	Et	Up		V.EtUp	Upflow velocity in the entrance tank	Velocidad ascendente en el tanque de entrada		0			1																							1																
V	Up	Floc	Hopper	V.UpFlocHopper	Upward velocity in the hopper	Velocidad ascendente en la tolva		0			1																							1																
N	Sed	Bays	Est	N.SedBaysEst	User choice of number of bays per sed tank	Cantidad de c maras en cada tanque de sedimentaci¢n		0		1																								1																
V	Et	Channel		V.EtChannel	Velocity in the entrance channel	La velocidad en el canal de entrada		0													1							1						1																
V	RM	Micro	OrificeJet	V.RMMicroOrificeJet	Velocity through micro orifice jet	Velocidad a trav‚s del chorro del orificio micro															1							1						1																
V	Weir			V.Weir	Velocity through over the weir	Velocidad a trav‚s sobre el vertedero		0												1								1						1																
V	Floc	Entry	Orifice	V.FlocEntryOrifice	Velocity through the entrance to the flocculator	La velocidad a trav‚s de la entrada del floculador		0													1																													
V	RM	Micro	Orifice	V.RMMicroOrifice	velocity through the micro mix orifice if there is no jet	velocidad a trav‚s del orificio de mezcla micro si no hay chorro 			1												1								1					1																
V	RM	Pipe		V.RMPipe	Velocity through the rapid mix pipe	La velocidad a trav‚s de la tuber¡a de mezcla r pida			1												1													1																
B	Lfom	Orifice		B.LfomOrifice	Vertical distance between orifices in the lfom	Distancia vertical entre orificios en la lfom		0				1																	1																					
H	Slope	Thickness		H.SlopeThickness	vertical height occupied by the concrete plate forming the top of the inlet manifold when set at an angle	Altura vertical ocupada por las placas de concreto que forman la parte superior del colector de admisi¢n cuando fijado a un  ngulo 		0																																										
S	Sed	Manifold	Between	S.SedManifoldBetween	Vertical space between the drain cover and the inlet axis of the inlet manifold 	Espacio vertical entre la cubierta de drenaje y el eje de entrada del colector de admisi¢n		0	1							1													1					1																
Vol	Floc	Walls		Vol.FlocWalls	Volume of all the walls in the floc tank	Volumen de todas las paredes en el tanque de floculaci¢n		0	1										1																															
Vol	Exit	Channel	Tank	Vol.ExitChannelTank	Volume of exit channel weir tank walls and floor	Volumen de las paredes del canal de salida del tanque vertedero y planta		0	1										1														1																	
Vol	Inlet	Channel	Tank	Vol.InletChannelTank	Volume of inlet channel weir tank walls and floor	Volumen de las paredes del canal de entrada del tanque vertedero y planta		0	1										1																															
Vol	Sed	Chimney	Pipe	Vol.SedChimneyPipe	Volume of pipe opening in inlet drop chimneys	Volumen de la apertura del tubo en la entrada de las chimeneas de ca¡da 		0																																										
Vol	Et	Floor		Vol.EtFloor	Volume of the entrance tank floor	El volumen del suelo del tanque de entrada		0	1										1										1																					
Vol	Et	Walls		Vol.EtWalls	Volume of the entrance tank walls	Volumen de las paredes del tanque de entrada		0	1										1								1						1	1																
Vol	Entrance	Tank		Vol.EntranceTank	Volume of the entrance tank walls	Volumen de las paredes del tanque de entrada		0	1										1																															
Vol	Exit	Channel	Floor	Vol.ExitChannelFloor	Volume of the exit channel floor	Volumen de la palabra canal de salida		0	1										1																															
Vol	Exit	Channel	Walls	Vol.ExitChannelWalls	Volume of the exit channel walls (excluding the outside wall which is incluced in the area for the sed walls)	Volumen de las paredes del canal de salida (con exclusi¢n de la pared exterior que se incluye en el  rea de las paredes de sed)		0	1										1														1																	
Vol	Floc	Floor		Vol.FlocFloor	Volume of the floc tank floor	El volumen del suelo del tanque de floculaci¢n		0	1										1																															
Vol	Inlet	Channel	Floor	Vol.InletChannelFloor	Volume of the inlet channel floor	Volumen del piso del canal de entrada 		0	1										1																															
Vol	Sed	Floor		Vol.SedFloor	Volume of the sed tank floor	El volumen del suelo del tanque de sed		0	1										1																															
Vol	Sed	Walls		Vol.SedWalls	Volume of the sed tank walls	Volumen de las paredes del tanque de sed		0	1										1																															
Vol	Sed	Slopes		Vol.SedSlopes	Volume of the sedimentation slopes (concrete)	El volumen de los pendientes de sedimentaci¢n (de hormig¢n)		0	1										1																															
HW	Exit	Channel		HW.ExitChannel	Water depth in the exit channel	Profundidad del agua en el tanque de salida		0	1							1																																		
HW	Sed			HW.Sed	Water depth in the sed tank	Profundidad del agua en el tanque de sedimentaci¢n		0	1							1																																		
HW	Floc	Start		HW.FlocStart	water height at the beginning of the flocculator	Profundidad del  agua en la entrada del floculador		0	1						1														1																					
HW	Floc	Channel		HW.FlocChannel	Water height at the end of the flocculator	Profundidad del  agua en la salida del floculador		0	1						1																																			
HW	Floc	End		HW.FlocEnd	Water height at the end of the flocculator	Profundidad del  agua en la salida del floculador		0	1						1																																			
HW	Inlet	Channel		HW.InletChannel	Water height in the inlet channel	Profundidad del  agua en el canal de entrada		0	1							1																																		
Cd	Plt	Weir		Cd.PltWeir	Weir coefficient	coeficiente del vertedero 		0				1																	1																					
W	Floc	Baffle		W.FlocBaffle	Width of a floc baffle	Ancho de un canal de floculaci¢n 		0	1						1																	1																		
J	Floc	Channel	H	J.FlocChannelH	Width of a horizontal flocculator channel	Anchura del canal del floculador horizontal 		0							1																																			
J	Floc	Channel		J.FlocChannel	"Width of a horizontal flocculator channel, height of a vertical flocculator"	"Anchura del canal del floculador horizontal, altura de un floculador vertical"		0	1						1																			1																
W	Floc	Channel		W.FlocChannel	Width of a single floc channel	Ancho de un canal de floculaci¢n 		0	1						1																																			
W	Sed			W.Sed	"Width of a single sed tank, incl. width of dividing walls"	"Ancho de una tanque de c mara £nica, inclusive ancho de paredes divisorias "		0	1							1																																		
P	Floc	Channel	V	P.FlocChannelV	Width of a vertical flocculator channel	Anchura de un canal de un floculador vertical 		0	1						1																																			
P	Floc	Channel	VPlastic	P.FlocChannelVPlastic	Width of a vertical flocculator channel with plastic baffles	Anchura de un canal de un floculador vertical con deflectores pl stico		0							1																																			
P	Floc	Channel	VHumanMin	P.FlocChannelVHumanMin	Width of a vertical flocculator channel with rigid baffles	Anchura de un canal de un floculador vertical con deflectores rigidos 		0							1																			1																
W	Floc	Channel		W.FlocChannel	Width of each floc channel	Ancho m¡nimo para canales de floculaci¢n		0	1																																									
W	Ap	Column		W.ApColumn	Width of the alum platfrom column	Ancho de la plataforma de la columna de alumbre		0				1																	1					1																
W	Cp	Column		W.CpColumn	Width of the chlorine platform column	Ancho de la columna de la plataforma de cloro		0				1																	1					1																
W	Sed	Drain	Cover	W.SedDrainCover	Width of the drain cover for the sludge drain in the sed tank	Ancho de la cubierta del drenaje de lodo del tanque de sedimentaci¢n		0	1							1																		1																
W	Et			W.Et	Width of the entrance tank	Ancho del tanque de entrada		0	1												1									1			1																	
W	Exit	Channel		W.ExitChannel	Width of the exit channel	Ancho del canal de salida		0	1							1																		1																
W	Floc	Port		W.FlocPort	Width of the floc port (connecting channels)	Ancho del puerto entre canales del floculador		1	1						1													1																						
W	Floc	Port	0	W.FlocPort0	Width of the floc port (connecting channels) (single valiue needed for documentation)	Ancho del puerto entre canales del floculador		0	1						1																																			
W	Floc	Port	H	W.FlocPortH	Width of the floc port of a horizontal flocculator	Ancho del puerto entre canales del floculador		1							1														1																					
W	Floc	Port	V	W.FlocPortV	Width of the floc port of a vertical flocculator	Ancho del puerto entre canales del floculador		1							1														1																					
W	Floc	With	Walls	W.FlocWithWalls	Width of the floc tank including all channels and walls	Ancho del tanque de floc incluyendo todos los canales y las paredes		0	1						1																																			
W	Sed	Inlet	Bottom	W.SedInletBottom	"Width of the half of the bay where there is no drain cover,"	"Ancho de la mitad de la bah¡a, donde no hay cobertura de drenaje,"		0																																										
W	Inlet	Channel		W.InletChannel	Width of the inlet channel	Ancho del canal de entrada		0	1							1																																		
W	Inlet	Channel	ED	W.InletChannelED	Width of the inlet channel based on energy dissipation	Ancho del canal de entrada basado en la disipaci¢n de energ¡a		0								1																																		
W	Inlet	Channel	Coupling	W.InletChannelCoupling	Width of the inlet channel taken by the coupling for the inlet pipe being installed.	Ancho del canal de entrada tomada por el enganche de la tuber¡a de entrada que se est  instalando.		0								1																																		
W	Mp	Column		W.MpColumn	Width of the main platform column	Ancho de la columna principal de plataforma		0				1																						1																
W	Et	Orifice	Used	W.EtOrificeUsed	Width of the orifice used in the entrance tank	Anchura del orificio utilizado en el tanque de entrada		0													1																													
W	Sed	Plate		W.SedPlate	Width of the plate settlers	Ancho de los placas de sed		0	1																																									
W	Floc	Entry	Orifice	W.FlocEntryOrifice	Width of the rectangular entrance to the flocculator	Ancho de la entrada rectangular al floculador		0													1																													
W	Sed	Slope		W.SedSlope	Width of the sloped part of a bay	Ancho de la parte inclinada de una bah¡a		0	1							1																																		
W	Sed	Sludge		W.SedSludge	Width of the sludge drain	Ancho del drenaje de lodo		0	1							1													1																					
W	Sed	Weir	Exit	W.SedWeirExit	Width of the weir in the exit channel	Ancho ded vertedero en el canal de salida		0	1							1													1			1		1																
W	Sed	Weir	Inlet	W.SedWeirInlet	Width of the weir in the inlet channel	Ancho del vertedero en el canal de entrada		0	1							1													1																					
Y	Floc	Drain	Valves	Y.FlocDrainValves	Y-coordinate of the center of the floc drain valves	Y-Coordenada del centro de las v lvulas de drenaje fl¢culos		0							1																																			
AN	Floc	Baffle		AN.FlocBaffle				0				1																	1																					
B	Sed	Pipe		B.SedPipe				0		1																																								
B	Sed	Pipe	PlateStand	B.SedPipePlateStand				0																																										
C	d			C.d				0																																										
D	Cdc	Alum	Orifices	D.CdcAlumOrifices				1	1																				1																					
D	Plt	Weir	Estimated	D.PltWeirEstimated				0								1													1																					
Del	Plt	Weir	H	Del.PltWeirH				0								1																																		
E	Concrete	Ledge		E.ConcreteLedge								1																																						
H	d	max		H.dmax				0				1																																						
H	Floc	Slope		H.FlocSlope				0								1																																		
H	Sed	Frame	Wall	H.SedFrameWall				0								1																																		
H	Stock	Tank	Port	H.StockTankPort				0				1								1																														
HL	Et	Floc		HL.EtFloc				0				1																																						
HL	Fcm	Inlet	Design	HL.FcmInletDesign				0				1																																						
HL	Fcm	Valve	Freefall	HL.FcmValveFreefall				0	1			1																									1													
HL	Sed	Sludge	Est	HL.SedSludgeEst				0								1																																		
HL	Sed	Sludge	OrificeEst	HL.SedSludgeOrificeEst				0								1																																		
HL	Sludge	Drain		HL.SludgeDrain				0																																										
HL	Sludge	Manifold		HL.SludgeManifold				0								1																																		
HL	Valve			HL.Valve				0	1						1																																			
HW	Sed	Est		HW.SedEst				0			1																																							
ID	Manifold			ID.Manifold				0																																										
ID	Sed	Sludge		ID.SedSludge				0								1																																		
K	Chk	Valve	Conv	K.ChkValveConv				0					1																																					
K	E	145		K.E145				0					1																1																					
K	E	190		K.E190				0					1																																					
K	Exp	0.25		K.Exp0.25				0					1																	1																				
K	Exp	0.5		K.Exp0.5				0					1																																					
K	Exp	0.75		K.Exp0.75				0					1																																					
K	Return	Bend		K.ReturnBend				0					1																																					
K	Rm	Lfom		K.RmLfom				0					1																																					
K	Sed	Slope	Exit	K.SedSlopeExit				0					1																																					
K	Slope	Exit		K.SlopeExit				0					1																																					
K	Tee	Flow	Br	K.TeeFlowBr				0					1																																					
K	Tee	Flow	Run	K.TeeFlowRun				0					1																																					
L	Floc	Baffles		L.FlocBaffles				3							1																																			
L	Lfom			L.Lfom				0									1																																	
L	Pipe	Sed	PlateStand	L.PipeSedPlateStand				0									1																																	
Mu	Alum	Slope	Intercept	Mu.AlumSlopeIntercept				0						1																																				
N	Baffle			N.Baffle				0				1																																						
N	Floc	Baffle	Col	N.FlocBaffleCol				0				1																																						
N	Lfom			N.Lfom				0				1																																						
N	Sed	Cells	Proposed	N.SedCellsProposed				0								1																																		
Pi	Lfom	Orifice		Pi.LfomOrifice				0				1																																						
Pi	Q	Sludge	Orifices	Pi.QSludgeOrifices				0																																										
Pi	Sed	Area		Pi.SedArea				0																																										
Pi	Sutro			Pi.Sutro				0				1																																						
Q	Flocs			Q.Flocs				0												1																														
Q	Plant	Lfom	Max	Q.PlantLfomMax				0													1																													
sedlayout				sedlayout.				0				1																																						
V	Sed	C		V.SedC		Velocidad de captura para que las part¡culas se asienten en las placas de sedimentaci¢n		0	1							1																																		
V	Sed	Up		V.SedUp		Velocidad ascendente en el tanque de sedimentaci¢n		0	1							1																																		
V	Sed	Up	Active	V.SedUpActive				0								1																																		
V	Sed	Up	ActiveBelow	V.SedUpActiveBelow				0								1																																		
W	Sed	Frame	Wall	W.SedFrameWall				0		1																																								
W	Sed	Sludge	SF	W.SedSludgeSF				0																																										
X	Floc	Baffle		X.FlocBaffle				3				1																																						
X	Floc	Baffles		X.FlocBaffles				3							1																																			
Y	Floc	Baffle		Y.FlocBaffle				3				1																																						
Y	Sed	Plate		Y.SedPlate				3				1																																						
Z	Floc	Baffles		Z.FlocBaffles				3							1																																			
A	Floc	Baffles	Total	A.FlocBafflesTotal				0	1										1																															
